Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
FTCA11,Indefinido,"9,21","53.573,30","0,88","0,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"47.038.921,54","10,55","0,87","1,14 %","0,00 %","0,00 %","0,00 %",0,"1.578,94",7.757,"1,10 % a.a",N/A,N/A
FVPQ11,Shoppings,"71,3","65.514,70","0,78","0,4","0,56 %","1,48 %","2,78 %","9,87 %","0,49 %","0,46 %","0,82 %","0,56 %","-9,62 %","-9,12 %","-9,12 %","258.449.748,92","92,26","0,77","0,43 %","-52,02 %","-51,81 %","-51,01 %",1,"2.899,64",3.521,N/A,N/A,"0,12 % a.a"
FYTO11,Papéis,"8,69","154.452,55","0,88","0,1","1,17 %","3,34 %","7,37 %","15,81 %","1,11 %","1,23 %","1,32 %","4,63 %","-0,35 %","0,82 %","15,18 %","151.649.553,50",N/A,N/A,N/A,N/A,N/A,N/A,0,"1.134,37",10.381,N/A,N/A,"1,10 % a.a"
FZDA11,Indefinido,"129,99","1.145,41","0,71","4,11","3,40 %","0,00 %","0,00 %","3,40 %","0,00 %","0,00 %","1,70 %","3,40 %","-0,69 %","2,69 %","2,69 %","282.192.016,26","173,55","0,75","2,37 %","0,00 %","0,00 %","0,00 %",0,"6.520,51",277,"0,70 % a.a","15,00 % a.a","0,12 % a.a"
FZDB11,Indefinido,144,"217,38","0,81","4,21","3,32 %","0,00 %","0,00 %","3,32 %","0,00 %","0,00 %","3,32 %","3,32 %","21,43 %","25,46 %","25,46 %","640.356.768,65","168,93","0,85","2,49 %","0,00 %","0,00 %","0,00 %",0,"21.936,15",122,"0,70 % a.a","15,00 % a.a","0,12 % a.a"
GAME11,Indefinido,"8,99","180.229,90","0,93","0,1","1,09 %","3,20 %","6,62 %","13,82 %","1,07 %","1,10 %","1,15 %","2,12 %","-1,19 %","-0,11 %","5,95 %","273.650.417,38","9,64","0,93","1,04 %","-2,03 %","-1,02 %","-98,84 %",14,"1.191,74",21.293,N/A,"20,00 % a.a","1,10 % a.a"
GARE11,Imóveis Industriais e Logísticos,"8,41","11.678.316,25","0,9","0,08","0,97 %","2,89 %","5,69 %","11,63 %","0,96 %","0,95 %","0,97 %","3,82 %","-0,23 %","0,73 %","-1,20 %","2.729.208.735,45",N/A,N/A,N/A,N/A,N/A,N/A,4,"774,58",496.353,N/A,"20,00 % a.a","1,00 % a.a"
GCOI11,Indefinido,"72,87","4.858,00","0,98","3,01","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"8.374.442,18",N/A,N/A,N/A,N/A,N/A,N/A,2,"37.790,90",384,N/A,N/A,N/A
GCRA11,Indefinido,"54,24","266.427,10","0,62","0,68","1,23 %","3,66 %","7,70 %","16,26 %","1,22 %","1,28 %","1,36 %","4,92 %","-3,11 %","-1,92 %","17,65 %","153.875.220,22","87,89","0,62","0,77 %","-10,32 %","-9,62 %","1,89 %",0,"1.505,69",6.781,N/A,"20,00 % a.a","1,15 % a.a"
GCRI11,Papéis,"68,05","270.500,00","0,75","0,8","1,21 %","3,74 %","7,75 %","16,87 %","1,25 %","1,29 %","1,41 %","1,21 %","5,06 %","6,34 %","6,34 %","131.094.927,84","90,62","0,75","0,88 %","-3,97 %","-3,13 %","-1,06 %",14,"1.592,24",4.151,N/A,"20,00 % a.a","1,00 % a.a"
GESE11B,Educacional,"1.520,00",N/A,"23,82","1.112,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","1.119,08","1,36","104,32 %","-36,85 %","29,02 %","33,17 %",14,N/A,8.102,N/A,N/A,"0,18 % a.a"
GFDL11,Logística,114,"10.198,58","1,2","0,16","0,15 %","0,00 %","0,00 %","0,15 %","0,00 %","0,00 %","0,15 %","0,15 %","0,00 %","0,00 %",N/A,"24.159.303,17",N/A,N/A,N/A,N/A,N/A,N/A,0,"100,46",2.047,N/A,N/A,N/A
GGRC11,Imóveis Industriais e Logísticos,"10,19","7.755.766,15","0,92","0,1","1,00 %","3,01 %","6,08 %","12,60 %","1,00 %","1,01 %","1,05 %","2,01 %","1,21 %","2,22 %","2,84 %","2.390.502.948,18","11,25","0,91","0,89 %","-90,95 %","-90,87 %","-90,63 %",42,"721,69",329.111,"1,10 % a.a",N/A,N/A
GLCR11,Papéis,100,"6.862,88","0,99","0,92","0,92 %","1,83 %","2,75 %","5,18 %","0,61 %","0,46 %","0,47 %","1,83 %","0,00 %","0,00 %",N/A,"36.507.249,98",N/A,N/A,N/A,N/A,N/A,N/A,0,"15.253,01",880,N/A,N/A,N/A
GLOG11,Imóveis Industriais e Logísticos,"72,6","36.183,40","0,67","0,6","0,81 %","2,17 %","4,05 %","8,21 %","0,72 %","0,68 %","0,68 %","2,80 %","0,65 %","1,47 %","18,23 %","81.517.819,25",N/A,N/A,N/A,N/A,N/A,N/A,1,"2.384,08",1.714,N/A,N/A,"0,70 % a.a"
GLPF11,Logística,"106,48","17.955,10","1,04","0,66","0,62 %","1,48 %","3,14 %","7,55 %","0,49 %","0,52 %","0,63 %","2,35 %","0,00 %","0,00 %",N/A,"153.270.181,45",N/A,N/A,N/A,N/A,N/A,N/A,0,"3.326,79",2.431,N/A,N/A,N/A
GRUL11,Logística,"8,91","271.613,25","0,93","0,08","0,95 %","2,72 %","5,63 %","13,40 %","0,91 %","0,94 %","1,12 %","3,62 %","-6,42 %","-5,53 %","9,50 %","238.147.154,06",N/A,N/A,N/A,N/A,N/A,N/A,1,"2.385,48",5.138,"1,00 % a.a",N/A,"0,15 % a.a"
GRWA11,Indefinido,"7,67","13.047,80","0,75","0,1","1,25 %","3,76 %","7,36 %","12,53 %","1,25 %","1,23 %","1,04 %","5,00 %","1,92 %","3,19 %","16,16 %","28.243.769,32","10,24","0,75","0,98 %","0,00 %","0,00 %","0,00 %",0,"3.130,03",2.091,N/A,"10,00 % a.a","1,15 % a.a"
GSFI11,Shoppings,"11,19","113.981,19","0,93",0,"0,03 %","0,03 %","0,03 %","0,03 %","0,01 %","0,00 %","0,00 %","0,03 %","0,00 %","0,03 %","0,03 %","1.214.297.249,90","11,9","0,94","0,01 %","0,01 %","0,02 %","0,02 %",9,"991,1",6.344,N/A,N/A,"1,00 % a.a"
GTLG11,Imóveis Industriais e Logísticos,"63,99","22.885,25",1,"60,62","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","37,59 %","0,00 %","0,00 %",N/A,"118.155.565,38","60,62","1,06","100,00 %","-35,83 %","28,33 %","35,22 %",1,"34,61",8.102,N/A,N/A,N/A
GTWR11,Lajes Corporativas,"85,16","547.554,50","0,84","0,9","1,05 %","3,18 %","6,71 %","14,23 %","1,06 %","1,12 %","1,19 %","4,29 %","-0,08 %","0,97 %","18,98 %","1.216.811.756,70","101,4","0,84","0,89 %","7,08 %","8,03 %","13,72 %",3,"920,2",33.773,N/A,N/A,"0,25 % a.a"
GURB11,Indefinido,108,"5.000.076,00","0,84","0,7","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,65 %","0,00 %","0,00 %",N/A,"145.583.578,26",N/A,N/A,N/A,N/A,N/A,N/A,2,"1,17",1,N/A,N/A,N/A
GZIT11,Indefinido,"44,09","469.208,33","0,51","0,78","1,61 %","5,00 %","10,46 %","21,76 %","1,67 %","1,74 %","1,81 %","1,61 %","3,89 %","5,56 %","5,56 %","2.041.138.248,83",N/A,N/A,N/A,N/A,N/A,N/A,6,"1.751,04",8.038,N/A,"20,00 % a.a","0,96 % a.a"
HABT11,Papéis,"77,29","874.654,85","0,81","0,95","1,20 %","3,78 %","7,73 %","16,46 %","1,26 %","1,29 %","1,37 %","2,44 %","3,68 %","4,92 %","14,19 %","777.111.485,30","95,39","0,81","1,00 %","-4,40 %","-3,45 %","13,04 %",14,"1.110,85",57.640,"1,26 % a.a","20,00 % a.a",N/A
HBCR11,Indefinido,136,"4.304.532,79","1,19","0,59","0,00 %","0,11 %","0,11 %","7,90 %","0,11 %","0,11 %","0,66 %","0,11 %","0,00 %","0,00 %",N/A,"183.027.741,57",N/A,N/A,N/A,N/A,N/A,N/A,3,"3.820,63",64,N/A,"20,00 % a.a","0,18 % a.a"
HBRH11,Lajes Corporativas,"90,8","14.627,00","0,8","0,5","0,55 %","1,65 %","6,85 %","9,22 %","0,55 %","1,14 %","0,77 %","9,22 %","1,00 %","1,56 %","2,46 %","316.852.348,31","112,23","0,81","0,45 %","-0,86 %","-0,42 %","7,60 %",5,"13,98",720,N/A,N/A,"0,86 % a.a"
HCHG11,Papéis,"81,5","2.347,44","0,92","0,62","0,76 %","1,64 %","3,90 %","11,46 %","0,55 %","0,65 %","0,96 %","1,64 %","3,24 %","4,02 %","8,93 %","106.431.928,32","88,71","0,92","0,79 %","-12,27 %","-11,58 %","2,11 %",14,"2.937,75",528,"0,70 % a.a",N/A,"0,20 % a.a"
HCRA11,Indefinido,"10,22","0,83","0,27","14,85","145,30 %","0,00 %","0,00 %","147,10 %","0,00 %","0,00 %","12,26 %","233,94 %","2,20 %","150,70 %","11,17 %","26.850.216,05",N/A,N/A,"0,00 %","0,00 %","0,00 %","0,00 %",0,"1.797,90",113,N/A,N/A,"1,20 % a.a"
HCRI11,Hospitalar,285,"33.900,65","0,98","3,32","1,06 %","10,43 %","13,74 %","21,29 %","3,48 %","2,29 %","1,77 %","1,06 %","9,53 %","10,69 %","10,69 %","57.268.020,46","276,21","1,03","1,20 %","-10,31 %","-9,23 %","-2,86 %",1,"2.985,32",2.995,N/A,N/A,"2,00 % a.a"
HCTR11,Papéis,"19,58","637.467,50","0,19","0,23","1,13 %","3,62 %","8,37 %","17,29 %","1,21 %","1,40 %","1,44 %","5,52 %","-5,39 %","-4,32 %","7,59 %","2.336.448.804,37","105,74","0,19","0,25 %","-12,89 %","-12,67 %","2,96 %",14,"1.779,75",130.689,"0,99 % a.a","10,00 % a.a","0,21 % a.a"
HDEL11,Imóveis Industriais e Logísticos,"7,65","3.854,80","0,09","15,3","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"71.166.613,58",N/A,N/A,N/A,N/A,N/A,N/A,1,"22.321,26",127,N/A,"20,00 % a.a","1,50 % a.a"
HFOF11,Fundo de Fundos,"6,81","1.715.307,90","0,86","0,06","0,86 %","2,58 %","5,40 %","11,59 %","0,86 %","0,90 %","0,97 %","1,70 %","5,58 %","6,49 %","12,12 %","1.778.525.332,74","8,02","0,85","0,75 %","-90,08 %","-90,01 %","-89,60 %",14,"1.265,50",92.929,N/A,"20,00 % a.a","0,60 % a.a"
HGAG11,Indefinido,"14,25","271,78","0,43","0,14","1,08 %","3,00 %","4,59 %","16,06 %","1,00 %","0,77 %","1,34 %","3,81 %","4,75 %","5,89 %","-12,32 %","5.802.758,89","23,37","0,61","0,51 %","0,00 %","0,00 %","0,00 %",0,"14.073,22",987,"1,00 % a.a","20,00 % a.a",N/A
HGBL11,Misto,"9,19","17.844,40","1,02","0,07","0,78 %","2,34 %","4,86 %","10,31 %","0,78 %","0,81 %","0,86 %","3,24 %","-0,75 %","0,03 %","6,14 %","237.110.190,12",N/A,N/A,N/A,N/A,N/A,N/A,1,"1.325,67",4.821,"0,50 % a.a",N/A,"0,10 % a.a"
HGBS11,Shoppings,"20,92","4.803.722,00","1,01","0,17","0,83 %","2,47 %","4,78 %","9,81 %","0,82 %","0,80 %","0,82 %","3,23 %","-0,68 %","0,14 %","8,03 %","2.671.636.927,73","20,69","1,01","0,82 %","-90,68 %","-90,60 %","-89,59 %",17,"1.054,07",174.272,N/A,N/A,"0,60 % a.a"
HGCR11,Papéis,"97,9","2.223.226,25","0,99","0,95","0,96 %","3,05 %","6,41 %","13,46 %","1,02 %","1,07 %","1,12 %","1,98 %","0,87 %","1,84 %","8,02 %","1.521.024.690,45","99,58","0,98","0,95 %","-1,37 %","-0,43 %","13,23 %",14,"962,06",103.614,N/A,"20,00 % a.a","0,80 % a.a"
HGIC11,Papéis,"61,76","3.553,90","0,56","0,7","1,11 %","3,09 %","6,90 %","14,33 %","1,03 %","1,15 %","1,19 %","4,33 %","2,51 %","3,64 %","2,98 %","51.132.302,83","110,51","0,56","0,63 %","-3,67 %","-3,06 %","15,25 %",2,"4.042,20",701,"1,00 % a.a","20,00 % a.a","0,25 % a.a"
HGLG11,Imóveis Industriais e Logísticos,"156,8","8.946.975,55","0,95","1,1","0,70 %","2,09 %","4,21 %","8,59 %","0,70 %","0,70 %","0,72 %","2,80 %","-1,78 %","-1,09 %","1,83 %","7.026.989.403,76","165,71","0,95","0,66 %","7,58 %","8,30 %","25,55 %",29,"787,26",555.579,N/A,N/A,"0,60 % a.a"
HGPO11,Lajes Corporativas,"153,5","145.201,70","0,99","57,05","48,22 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","62,51 %","5,05 %","55,71 %","101,25 %","270.338.702,25","155,61","0,99","36,66 %","-48,02 %","-28,96 %","-15,36 %",2,"1.023,50",8.451,N/A,N/A,N/A
HGRE11,Lajes Corporativas,"125,7","1.400.919,20","0,86","0,85","0,69 %","2,61 %","4,81 %","11,10 %","0,87 %","0,80 %","0,93 %","1,90 %","0,02 %","0,71 %","5,56 %","1.744.036.723,16","147,73","0,85","0,58 %","-5,84 %","-5,30 %","-5,00 %",13,"1.480,75",144.199,N/A,N/A,"1,00 % a.a"
HGRU11,Misto,"132,73","2.415.934,57","1,04","0,95","0,74 %","2,64 %","4,94 %","10,21 %","0,88 %","0,82 %","0,85 %","1,89 %","2,33 %","3,09 %","3,56 %","2.995.554.185,93","129,14","1,03","0,74 %","5,09 %","5,86 %","20,34 %",100,"918,66",230.866,N/A,"20,00 % a.a","0,70 % a.a"
HILG11,Indefinido,"184,96","186,67","0,77","1,22","0,00 %","0,00 %","0,00 %","0,73 %","0,00 %","0,00 %","0,73 %","0,00 %","0,00 %","0,00 %",N/A,"126.932.355,63",N/A,N/A,N/A,N/A,N/A,N/A,1,"2.658,33",104,N/A,N/A,N/A
HLOG11,Imóveis Industriais e Logísticos,"9,14","42.223,90","0,77","0,07","0,75 %","2,98 %","5,40 %","10,55 %","0,99 %","0,90 %","0,88 %","2,21 %","0,76 %","1,51 %","5,27 %","508.689.847,08","12,01","0,76","0,58 %","-89,69 %","-89,63 %","-88,50 %",3,"1.137,80",4.127,N/A,N/A,"0,80 % a.a"
HOFC11,Lajes Corporativas,"32,8","124.527,15","0,58","0,21","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","2,01 %","75,72 %","76,86 %","67,59 %","217.276.658,92",N/A,N/A,N/A,N/A,N/A,N/A,2,"4.385,22",4.301,N/A,N/A,"0,83 % a.a"
HOSI11,Imóveis Residenciais,"81,75","3.369,61","0,68","0,25","0,30 %","0,30 %","2,60 %","7,10 %","0,30 %","0,43 %","0,59 %","0,30 %","0,00 %","0,00 %",N/A,"69.477.364,30","121,16","0,67","0,21 %","31,61 %","31,89 %","39,52 %",14,"2.984,31",1.085,N/A,"20,00 % a.a","0,35 % a.a"
HPDP11,Shoppings,"95,44","6.273.958,00","0,87","0,82","0,87 %","2,72 %","4,64 %","7,25 %","0,91 %","0,77 %","0,60 %","3,97 %","-0,95 %","-0,09 %","17,19 %","357.490.413,93","108,73","0,88","1,10 %","21,81 %","23,16 %","22,88 %",1,"3.386,86",462,N/A,N/A,"0,50 % a.a"
HRDF11,Fundo de Desenvolvimento,"5,65","25,67","0,65","6,8","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"13.200.650,44",N/A,N/A,N/A,N/A,N/A,N/A,14,"23.171,77",843,N/A,N/A,"0,75 % a.a"
HREC11,Papéis,"8,4","200.929,90","0,94","0,08","0,94 %","2,84 %","5,79 %","12,58 %","0,95 %","0,97 %","1,05 %","3,84 %","-0,81 %","0,12 %","8,87 %","459.801.349,79","8,9","0,94","0,90 %","-89,99 %","-89,90 %","-88,88 %",14,"1.524,41",2.445,N/A,"20,00 % a.a","0,80 % a.a"
HRES11,Imóveis Residenciais,"141,53","2.140.733,00","1,17","0,82","0,00 %","0,00 %","0,00 %","2,52 %","0,00 %","0,00 %","0,21 %","0,00 %","0,00 %","0,00 %",N/A,"56.698.957,19",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.638,74",137,N/A,N/A,N/A
HSAF11,Papéis,"80,5","787.017,05","0,91","0,95","1,19 %","3,59 %","7,30 %","15,02 %","1,20 %","1,22 %","1,25 %","2,37 %","-1,12 %","0,06 %","4,42 %","225.018.789,39","89,41","0,9","1,06 %","-2,11 %","-1,07 %","7,92 %",14,"1.438,10",8.717,N/A,"20,00 % a.a","1,00 % a.a"
HSLG11,Imóveis Industriais e Logísticos,"91,02","631.499,50","0,84","0,72","0,79 %","2,36 %","4,82 %","9,90 %","0,79 %","0,80 %","0,83 %","1,57 %","-0,63 %","0,16 %","1,83 %","1.389.202.429,28","109,86","0,83","0,66 %","4,69 %","5,37 %","6,84 %",7,"1.242,04",40.337,N/A,"20,00 % a.a","0,85 % a.a"
HSML11,Shoppings,"95,56","2.951.353,45","0,92","0,7","0,74 %","2,24 %","4,66 %","9,65 %","0,75 %","0,78 %","0,80 %","3,01 %","0,37 %","1,11 %","13,57 %","2.216.407.942,16","103,49","0,92","0,68 %","6,06 %","6,77 %","12,36 %",14,"1.189,29",191.533,"1,05 % a.a","20,00 % a.a",N/A
HSRE11,Misto,"88,89","63.512,19","0,95","0,85","0,79 %","2,61 %","5,39 %","10,83 %","0,87 %","0,90 %","0,90 %","1,68 %","1,41 %","2,21 %","7,67 %","775.670.472,21","87,39","1,02","0,97 %","-9,01 %","-8,12 %","-2,28 %",22,"2.534,57",449,N/A,"20,00 % a.a","0,85 % a.a"
HTMX11,Hotéis,"137,44","328.749,55","0,92","1,2","0,88 %","2,44 %","5,72 %","11,52 %","0,81 %","0,95 %","0,96 %","3,28 %","-1,62 %","-0,75 %","1,35 %","432.473.152,22","149,74","0,92","0,80 %","6,69 %","7,55 %","24,45 %",20,"1.099,79",33.833,N/A,"20,00 % a.a","0,50 % a.a"
HUCG11,Hospitalar,92,"2.157,65","0,72","0,79","0,83 %","2,47 %","3,29 %","3,29 %","0,82 %","0,55 %","0,27 %","1,67 %","7,97 %","8,86 %","9,76 %","143.807.884,91",N/A,N/A,N/A,N/A,N/A,N/A,2,"7.534,76",239,N/A,N/A,N/A
HUSC11,Hospitalar,"96,01","2.417,00","0,63","1,05","1,07 %","2,14 %","5,45 %","10,29 %","0,71 %","0,91 %","0,86 %","1,07 %","-1,92 %","-0,87 %","-0,87 %","129.248.733,08","150,93","0,64","0,70 %","2,85 %","3,56 %","12,04 %",2,"4.054,15",752,N/A,N/A,"0,35 % a.a"
HUSI11,Hospitalar,"1.210,74",610,"0,92","9,26","0,76 %","0,76 %","0,76 %","2,21 %","0,76 %","0,76 %","0,18 %","0,76 %","0,00 %","0,00 %",N/A,"153.058.985,53","1.315,37","0,92","0,69 %","32,45 %","33,36 %","40,27 %",14,"29.221,94",101,N/A,N/A,N/A
HYPI11,Outros,"180,54",363,"78,5","0,69","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.998.140,59",N/A,N/A,N/A,N/A,N/A,N/A,2,"3.040,87",109,N/A,N/A,N/A
IAAG11,Indefinido,"8,69","151.760,20","0,89","0,12","1,43 %","4,24 %","8,99 %","18,72 %","1,41 %","1,50 %","1,56 %","5,74 %","-6,89 %","-5,56 %","17,97 %","101.694.751,58","9,78","0,89","1,23 %","0,00 %","0,00 %","0,00 %",0,"1.684,34",13.960,N/A,"20,00 % a.a","1,15 % a.a"
IAGR11,Indefinido,"4,3","4.047,90","0,63","0,01","0,15 %","0,00 %","0,00 %","0,30 %","0,00 %","0,00 %","0,30 %","1,03 %","-3,18 %","-3,03 %","45,49 %","18.980.292,14","6,26","0,69","0,10 %","0,00 %","0,00 %","0,00 %",0,"2.177,83",3.477,"0,80 % a.a","20,00 % a.a","0,20 % a.a"
IBBP11,Imóveis Industriais e Logísticos,"7,91","1.887.692,10","0,81","0,07","0,91 %","2,66 %","5,43 %","10,09 %","0,89 %","0,91 %","0,84 %","3,57 %","-2,88 %","-2,00 %","-3,10 %","526.389.459,33",N/A,N/A,N/A,N/A,N/A,N/A,22,"10.964,32",1.138,N/A,N/A,N/A
IBCR11,Papéis,"52,4","65.663,40","0,59","0,6","1,20 %","4,04 %","8,31 %","18,01 %","1,35 %","1,39 %","1,50 %","2,63 %","2,11 %","3,33 %","3,12 %","85.760.478,29","90,14","0,58","0,67 %","-4,02 %","-3,39 %","4,78 %",14,"1.892,82",3.971,"0,80 % a.a","20,00 % a.a","0,20 % a.a"
ICNE11,Imóveis Residenciais,"967,14","491,67","1,37","24,08","2,41 %","2,41 %","2,41 %","2,41 %","0,80 %","0,40 %","0,20 %","2,41 %","0,00 %","0,00 %",N/A,"84.716.910,13",N/A,N/A,N/A,N/A,N/A,N/A,14,"29.669,29",9,N/A,N/A,N/A
ICRI11,Misto,"99,35","717.180,40","0,97","1,05","1,08 %","3,07 %","6,32 %","13,32 %","1,02 %","1,05 %","1,11 %","4,14 %","0,13 %","1,22 %","18,98 %","394.402.675,91",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.370,99",11.715,N/A,N/A,"1,00 % a.a"
IDFI11,Indefinido,2,"2.592,80","1,25","1,56","78,04 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1.043,04 %","-54,34 %","-18,70 %","44.259,43 %","3.283.391,87","1,6","1,25","269,79 %","-97,14 %","-89,43 %","-91,38 %",1,"6,01",617,N/A,N/A,N/A
IDGR11,Misto,"1,5","332,83","16,67","0,09","5,99 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","5,99 %","-50,98 %","-48,04 %","-48,04 %","79.368,95",N/A,N/A,N/A,N/A,N/A,N/A,1,"49,5",171,N/A,N/A,N/A
IDUA11,Imóveis Comerciais - Outros,"64,42",N/A,"7,97","0,37","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"3.251.758,67",N/A,N/A,N/A,N/A,N/A,N/A,14,"2,03",1,N/A,N/A,N/A
IFRA11,Indefinido,"99,86","1.700.656,20",N/A,"1,05","1,04 %","2,71 %","5,41 %","12,43 %","0,90 %","0,90 %","1,04 %","3,58 %","-1,74 %","-0,72 %","14,31 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.540,91",0,N/A,N/A,"0,85 % a.a"
IFRI11,Misto,"102,22","1.087.706,00",N/A,"1,1","1,05 %","2,35 %","6,62 %","14,26 %","0,78 %","1,10 %","1,19 %","3,73 %","1,39 %","2,45 %","11,40 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.178,91",0,N/A,N/A,"0,85 % a.a"
IMOV11,Indefinido,N/A,N/A,N/A,"0,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"501.702.106,90",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,13.027,N/A,"20,00 % a.a","1,50 % a.a"
INFA11,Outros,"9,82",N/A,N/A,"0,09","0,00 %","0,00 %","0,00 %","0,92 %","0,00 %","0,00 %","0,92 %","14,56 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"2,72",0,N/A,N/A,N/A
INFB11,Indefinido,"86,59","3.907,95",N/A,1,"0,99 %","0,00 %","0,00 %","2,19 %","0,00 %","0,00 %","0,55 %","2,19 %","22,14 %","23,35 %","18,92 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"9.833,86",0,N/A,N/A,N/A
INLG11,Imóveis Industriais e Logísticos,"72,05","223.158,25","0,69","0,6","0,80 %","2,35 %","5,38 %","12,04 %","0,78 %","0,90 %","1,00 %","3,34 %","-2,69 %","-1,91 %","7,45 %","479.814.651,54",N/A,N/A,N/A,N/A,N/A,N/A,5,"1.229,61",15.243,N/A,N/A,"0,46 % a.a"
INRD11,Fundo de Desenvolvimento,"77,27","178.173,30","0,66","0,69","0,88 %","2,61 %","5,35 %","10,93 %","0,87 %","0,89 %","0,91 %","3,51 %","0,14 %","1,02 %","10,76 %","133.662.600,70",N/A,N/A,N/A,N/A,N/A,N/A,5,"1.799,80",6.005,N/A,N/A,"1,00 % a.a"
IRIF11,Papéis,"9,7","51.850,40",N/A,"0,12","1,29 %","2,60 %","6,75 %","15,15 %","0,87 %","1,13 %","1,26 %","2,60 %","1,31 %","2,62 %","13,91 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"2.430,78",0,"0,80 % a.a","15,00 % a.a",N/A
IRIM11,Indefinido,"66,29","2.569.518,95","0,79","0,69","1,02 %","3,43 %","6,80 %","14,64 %","1,14 %","1,13 %","1,22 %","2,31 %","-1,62 %","-0,62 %","-7,14 %","2.940.608.782,92","84,13","0,79","0,82 %","-13,55 %","-12,84 %","-9,53 %",14,"1.745,07",211.446,"0,83 % a.a",N/A,"0,15 % a.a"
ISCJ11,Papéis,"50,71","10.174,00","0,3","1,6","3,56 %","0,00 %","0,00 %","396,81 %","0,00 %","0,00 %","33,07 %","401,19 %","21,77 %","26,10 %","594,83 %","32.247.797,88",N/A,N/A,N/A,N/A,N/A,N/A,14,"180.544,08",69,N/A,N/A,N/A
ITIP11,Papéis,"66,5","94.461,75","0,98","0,69","1,04 %","3,16 %","6,72 %","14,24 %","1,05 %","1,12 %","1,19 %","2,06 %","0,71 %","1,76 %","4,90 %","51.387.982,52","69,68","0,95","0,99 %","-13,00 %","-12,14 %","-10,04 %",14,"1.057,18",7.536,N/A,N/A,N/A
ITIT11,Fundo de Fundos,"75,8","121.536,70","0,94","0,61","0,84 %","2,59 %","5,37 %","11,14 %","0,86 %","0,90 %","0,93 %","1,71 %","4,06 %","4,94 %","8,35 %","72.162.304,37","82,1","0,92","0,74 %","3,98 %","4,75 %","11,78 %",14,"1.071,52",9.167,N/A,N/A,"0,30 % a.a"
ITRI11,Shoppings,"87,67","654.247,29","0,91","0,85","0,97 %","2,94 %","6,73 %","13,43 %","0,98 %","1,12 %","1,12 %","4,56 %","2,23 %","3,22 %","21,71 %","598.970.230,51",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.445,67",17.447,N/A,"-1,00 % a.a","1,20 % a.a"
IVCI11,Papéis,"96,86",N/A,"0,96","0,73","0,00 %","0,00 %","0,00 %","1,83 %","0,00 %","0,00 %","0,15 %","0,00 %","0,00 %","0,00 %",N/A,"50.382.468,19",N/A,N/A,N/A,N/A,N/A,N/A,0,"1,15",16,N/A,N/A,N/A
